author,url,text,section,title,sub_title,date
,https://www.oantagonista.com/brasil/cabral-diz-que-crivella-recebeu-us-15-milhao-para-apoiar-paes-em-2008/,"Em seu depoimento de hoje a Marcelo Bretas, Sérgio Cabral disse que Marcelo Crivella recebeu US$ 1,5 milhão para apoiar Eduardo Paes no segundo turno da eleição de 2008.Naquele ano, Crivella, o atual prefeito, não conseguiu passar ao segundo turno, que seria disputado por Paes e Fernando Gabeira e vencido pelo então emedebista.Segundo o ex-governador do Rio, Crivella o procurou para falar que Armínio Fraga, que participava da campanha de Gabeira, ofereceu a ele US$ 1 milhão para apoiar o então adversário de Paes no segundo turno.Cabral afirmou ter combinado com Crivella que cobriria a proposta e procurado Eike Batista para conseguir os recursos. ",Brasil,"Cabral diz que Crivella recebeu US$ 1,5 milhão para apoiar Paes em 2008",,05/04/2019 15:52:28
,https://www.oantagonista.com/brasil/deputado-nomeia-cunhada-do-presidente-do-senado/,"Aliado de Davi Alcolumbre, o deputado André Abdon nomeou uma cunhada do presidente do Senado, Francilene Araújo Tobelém, como assessora de seu gabinete.Abdon disse não ter conhecimento da relação de parentesco e, depois, afirmou qye Francilene não será empossada.Leia o texto de Igor Gadelha em :",Brasil,Deputado nomeia cunhada do presidente do Senado,,05/04/2019 16:05:42
,https://www.oantagonista.com/brasil/garotinho-comprou-emissora-de-tv-com-propina-do-transporte-diz-cabral/,"No depoimento que presta hoje, Sérgio Cabral também disse que o ex-governador Anthony Garotinho comprou uma emissora de TV com propina do setor de transportes.“Com o dinheiro da Fetranspor, Garotinho comprou a TV Band no Sul Fluminense. Usa uma pessoa chamada Mauro como um testa de ferro, tem um jornal O Diário, que é do Mauro mas na verdade é dele (Garotinho), e eu continuo presidente da Alerj cuidando da caixinha da Fetranspor nesse período”, afirmou, segundo o G1.",Brasil,"Garotinho comprou emissora de TV com propina do transporte, diz Cabral",,05/04/2019 15:47:42
,https://www.oantagonista.com/brasil/senador-tucano-sobre-doria-vou-deixar-que-ele-se-embriague-em-sua-arrogancia/,"Em entrevista ao Valor, João Doria citou FHC, Geraldo Alckmin, José Serra e Tasso Jeiressatti como lideranças que teriam que ser substituídas no comando do partido.O senador Plínio Valério, do PSDB de Amazonas, não gostou.“Se fosse amigo do governador, o aconselharia a ser prudente. Mas como não sou, vou deixar que ele se embriague em sua arrogância e se perca nesse processo.”“O PSDB precisa ser reconstruído, precisa juntar seus cacos, mas não enxergo em Doria o comandante capaz de liderar essa travessia e fazer essa reconstrução”, acrescentou.",Brasil,Senador tucano sobre Doria: “Vou deixar que ele se embriague em sua arrogância”,,05/04/2019 15:41:17
,https://www.oantagonista.com/mundo/maduro-prepara-se-para-mandar-prender-guaido/,"Na , Duda Teixeira reporta como Nicolás Maduro está afastando a possibilidade de Juan Guaidó vir a assumir o poder e convocar eleições limpas — e como o ditador se prepara para prender o presidente interino da Venezuela.Leia:",Mundo,Maduro prepara-se para mandar prender Guaidó,,05/04/2019 16:13:18
Diego Amorim,https://www.oantagonista.com/brasil/o-acordo-entre-freixo-e-ciro-gomes/,"Ciro Gomes se reuniu com Marcelo Freixo recentemente para tentar chegar a um acordo.O pedetista pediu que o deputado do PSOL ajude a baixar a bandeira “Lula livre” e, em troca, ofereceu apoio para a candidatura à Prefeitura do Rio.Interlocutores dizem que ambos toparam. Ciro tem elogiado Freixo em entrevistas e o carioca, de fato, já esteve mais próximo dos petistas.",Brasil,O acordo entre Freixo e Ciro Gomes,,05/04/2019 15:57:13
,https://www.oantagonista.com/brasil/o-bonde-do-paulo-guedes/,"João Doria publicou em seu perfil oficial do Twitter uma selfie com Rodrigo Maia, Paulo Guedes e Davi Alcolumbre, presentes ao evento do Lide em Campos do Jordão.A foto do tucano foi acompanhada por hashtags em favor da reforma da Previdência.Agora vai?  — João Doria (@jdoriajr) ",Brasil,O bonde do Paulo Guedes,,05/04/2019 15:33:03
,https://www.oantagonista.com/brasil/e-incrivel-como-nossa-elite-e-passiva-diz-luciano-huck/,"Luciano Huck criticou o que chama de passividade da “elite brasileira” ao abrir a Brazil Conference, evento organizado por estudantes brasileiros em Harvard, nos EUA, registra o Estadão.“É incrível como nossa elite é passiva. Ela adora reclamar, mas na hora de botar a mão no bolso ou a mão na massa sai todo mundo correndo”, disse o apresentador da Globo.Cogitado para disputar a Presidência no ano passado, Huck sugeriu que não sairá da cena política, embora –mais uma vez– não tenha se comprometido a disputar cargo eletivo.“Quando a gente abre a caixinha para pensar políticas públicas, é difícil voltar atrás”, declarou, em referência ao seu fundo RenovaBR.",Brasil,"‘É incrível como nossa elite é passiva’, diz Luciano Huck",,05/04/2019 14:46:07
,https://www.oantagonista.com/brasil/chega-de-entrevistas-bolsonaro/,"A extrema-imprensa é um terror.No penúltimo encontro com jornalistas no Palácio do Planalto, Jair Bolsonaro derrubou a reforma do BPC e da aposentadoria rural.Hoje ele derrubou a capitalização.Se ele fizer mais duas entrevistas coletivas, não vai sobrar nada da reforma previdenciária.",Brasil,"Chega de entrevistas, Bolsonaro",,05/04/2019 14:19:26
,https://www.oantagonista.com/brasil/nunca-tomei-conhecimento-das-suas-obscenas-tucanadas-e-clintonadas/,"Olavo de Carvalho, assim como Jair Bolsonaro, também encerrou o casamento com Vélez Rodríguez, que ele levou para o altar ministerial.Ele publicou no Facebook:“Conheci o prof. Velez por seus livros sobre a história do pensamento brasileiro, publicados mais de vinte anos atrás. Nunca tomei conhecimento das suas obscenas tucanadas e clintonadas, que teriam me prevenido contra o seu comportamento traiçoeiro. Não vou fazer nada contra ele, mas garanto que não vou lamentar se o botarem para fora do ministério.”",Brasil,“Nunca tomei conhecimento das suas obscenas tucanadas e clintonadas”,,05/04/2019 14:34:37
